,Fitness,HD,Variants
5287,0.00203,3.0,EESV
5288,0.00112,3.0,EETV
5289,0.00229,3.0,EEVV
5290,0.0050100000000000006,3.0,EEWV
5291,0.0,3.0,EEYV
5292,0.00703,3.0,EFAV
5293,0.0189,3.0,EFCV
5294,0.00435,3.0,EFDV
5295,0.0,3.0,EFEV
5296,0.0037,3.0,EFFV
5297,0.0585,3.0,EFGA
5298,1.6973932840000001,3.0,EFGC
5299,0.0402,3.0,EFGE
5300,0.980523479,3.0,EFGF
5301,0.0453,3.0,EFGG
5302,0.0623,3.0,EFGH
5303,0.620293863,3.0,EFGI
5304,0.0,3.0,EFGK
5305,2.1119201359999997,3.0,EFGL
5306,2.083033345,3.0,EFGM
5307,0.0477,3.0,EFGN
5308,0.0107,3.0,EFGP
5309,0.0144,3.0,EFGQ
5310,0.00534,3.0,EFGR
5311,0.0281,3.0,EFGS
5312,0.0514,3.0,EFGT
5313,0.00703,3.0,EFGW
5314,0.0673,3.0,EFGY
5315,0.0,3.0,EFHV
5316,0.0,3.0,EFIV
5317,0.0144,3.0,EFKV
5318,0.0089,3.0,EFLV
5319,0.0,3.0,EFMV
5320,0.0,3.0,EFNV
5321,0.011,3.0,EFPV
5322,0.0,3.0,EFQV
5323,0.0034700000000000004,3.0,EFRV
5324,0.0050799999999999994,3.0,EFSV
5325,0.0,3.0,EFTV
5326,0.00343,3.0,EFVV
5327,0.0,3.0,EFWV
5328,0.0,3.0,EFYV
5329,0.00277,3.0,EGAV
5330,0.0241,3.0,EGCV
5331,0.0033399999999999997,3.0,EGDV
5332,0.00285,3.0,EGEV
5333,0.0020800000000000003,3.0,EGFV
5334,0.0293,3.0,EGGA
5335,0.245087113,3.0,EGGC
5336,0.0,3.0,EGGD
5337,0.00433,3.0,EGGE
5338,0.0214,3.0,EGGF
5339,0.00784,3.0,EGGG
5340,0.00302,3.0,EGGH
5341,0.0409,3.0,EGGI
5342,0.00456,3.0,EGGK
5343,0.17712119,3.0,EGGL
5344,0.183068945,3.0,EGGM
5345,0.0035700000000000003,3.0,EGGN
5346,0.00402,3.0,EGGP
5347,0.0039,3.0,EGGQ
5348,0.0019100000000000002,3.0,EGGR
5349,0.0104,3.0,EGGS
5350,0.0142,3.0,EGGT
5351,0.0102,3.0,EGGW
5352,0.00279,3.0,EGGY
5353,0.00428,3.0,EGHV
5354,0.00255,3.0,EGIV
5355,0.00227,3.0,EGKV
5356,0.006220000000000001,3.0,EGLV
5357,0.00325,3.0,EGMV
5358,0.0026899999999999997,3.0,EGNV
5359,0.00229,3.0,EGPV
5360,0.00372,3.0,EGQV
5361,0.0035700000000000003,3.0,EGRV
5362,0.0027,3.0,EGSV
5363,0.00176,3.0,EGTV
5364,0.00318,3.0,EGVV
5365,0.0031899999999999997,3.0,EGWV
5366,0.0,3.0,EGYV
5367,0.006370000000000001,3.0,EHAV
5368,0.0381,3.0,EHCV
5369,0.0,3.0,EHDV
5370,0.00498,3.0,EHEV
5371,0.00914,3.0,EHFV
5372,0.46327360100000003,3.0,EHGA
5373,3.542930166,3.0,EHGC
5374,0.0247,3.0,EHGE
5375,1.100087905,3.0,EHGF
5376,0.0777,3.0,EHGG
5377,0.0745,3.0,EHGH
5378,0.898384264,3.0,EHGI
5379,0.006940000000000001,3.0,EHGK
5380,2.067455946,3.0,EHGL
5381,2.720637734,3.0,EHGM
5382,0.0529,3.0,EHGN
5383,0.0136,3.0,EHGP
5384,0.0238,3.0,EHGQ
5385,0.00455,3.0,EHGR
5386,0.0993,3.0,EHGS
5387,0.122070729,3.0,EHGT
5388,0.233478396,3.0,EHGW
5389,0.04,3.0,EHGY
5390,0.0,3.0,EHHV
5391,0.0,3.0,EHIV
5392,0.0,3.0,EHKV
5393,0.0367,3.0,EHLV
5394,0.0119,3.0,EHMV
5395,0.0,3.0,EHNV
5396,0.0,3.0,EHPV
5397,0.0,3.0,EHQV
5398,0.00183,3.0,EHRV
5399,0.0,3.0,EHSV
5400,0.006679999999999999,3.0,EHTV
5401,0.00629,3.0,EHVV
5402,0.0131,3.0,EHWV
5403,0.00914,3.0,EHYV
5404,0.0089,3.0,EIAV
5405,0.0386,3.0,EICV
5406,0.0,3.0,EIDV
5407,0.00234,3.0,EIEV
5408,0.0589,3.0,EIFV
5409,0.147036054,3.0,EIGA
5410,1.311539513,3.0,EIGC
5411,0.00633,3.0,EIGE
5412,0.377474201,3.0,EIGF
5413,0.0166,3.0,EIGG
5414,0.00938,3.0,EIGH
5415,0.43322849700000005,3.0,EIGI
5416,0.0034,3.0,EIGK
5417,0.54816667,3.0,EIGL
5418,0.61095667,3.0,EIGM
5419,0.00969,3.0,EIGN
5420,0.0042,3.0,EIGP
5421,0.006229999999999999,3.0,EIGQ
5422,0.00302,3.0,EIGR
5423,0.0585,3.0,EIGS
5424,0.039,3.0,EIGT
5425,0.00135,3.0,EIGW
5426,0.00611,3.0,EIGY
5427,0.0,3.0,EIHV
5428,0.0,3.0,EIIV
5429,0.0,3.0,EIKV
5430,0.0415,3.0,EILV
5431,0.005520000000000001,3.0,EIMV
5432,0.0,3.0,EINV
5433,0.0,3.0,EIPV
5434,0.0028,3.0,EIQV
5435,0.00224,3.0,EIRV
5436,0.00143,3.0,EISV
5437,0.0,3.0,EITV
5438,0.005520000000000001,3.0,EIVV
5439,0.0163,3.0,EIWV
5440,0.00469,3.0,EIYV
5441,0.006229999999999999,3.0,EKAV
5442,0.027,3.0,EKCV
5443,0.00267,3.0,EKDV
5444,0.00243,3.0,EKEV
5445,0.00503,3.0,EKFV
5446,0.281185612,3.0,EKGA
5447,1.7743289569999998,3.0,EKGC
5448,0.0102,3.0,EKGE
5449,0.212088295,3.0,EKGF
5450,0.0234,3.0,EKGG
5451,0.00417,3.0,EKGH
5452,0.317790976,3.0,EKGI
5453,0.004079999999999999,3.0,EKGK
5454,0.853939153,3.0,EKGL
5455,1.478964529,3.0,EKGM
5456,0.00778,3.0,EKGN
5457,0.0052,3.0,EKGP
5458,0.00804,3.0,EKGQ
5459,0.00449,3.0,EKGR
5460,0.0585,3.0,EKGS
5461,0.0508,3.0,EKGT
5462,0.00336,3.0,EKGW
5463,0.0072299999999999994,3.0,EKGY
5464,0.00435,3.0,EKHV
5465,0.00527,3.0,EKIV
5466,0.00945,3.0,EKKV
5467,0.0299,3.0,EKLV
5468,0.00125,3.0,EKMV
5469,0.0,3.0,EKNV
5470,0.0038799999999999998,3.0,EKPV
5471,0.00183,3.0,EKQV
5472,0.00158,3.0,EKRV
5473,0.0022,3.0,EKSV
5474,0.00232,3.0,EKTV
5475,0.004,3.0,EKVV
5476,0.00389,3.0,EKWV
5477,0.00214,3.0,EKYV
5478,0.00179,3.0,ELAV
5479,0.0345,3.0,ELCV
5480,0.00147,3.0,ELDV
5481,0.00186,3.0,ELEV
5482,0.00806,3.0,ELFV
5483,0.0167,3.0,ELGA
5484,0.476829911,3.0,ELGC
5485,0.0033299999999999996,3.0,ELGE
5486,0.0413,3.0,ELGF
5487,0.00302,3.0,ELGG
5488,0.00746,3.0,ELGH
5489,0.0676,3.0,ELGI
5490,0.0011300000000000001,3.0,ELGK
5491,0.30594507,3.0,ELGL
5492,0.28991926100000004,3.0,ELGM
5493,0.00233,3.0,ELGN
5494,0.0030600000000000002,3.0,ELGP
5495,0.00414,3.0,ELGQ
5496,0.00121,3.0,ELGR
5497,0.00678,3.0,ELGS
5498,0.0114,3.0,ELGT
5499,0.0,3.0,ELGW
5500,0.0039700000000000004,3.0,ELGY
5501,0.0,3.0,ELHV
5502,0.00179,3.0,ELIV
5503,0.0,3.0,ELKV
5504,0.0112,3.0,ELLV
5505,0.0015199999999999999,3.0,ELMV
5506,0.0,3.0,ELNV
5507,0.0028,3.0,ELPV
5508,0.0121,3.0,ELQV
5509,0.00202,3.0,ELRV
5510,0.00265,3.0,ELSV
5511,0.00146,3.0,ELTV
5512,0.00159,3.0,ELVV
5513,0.00489,3.0,ELWV
5514,0.00182,3.0,ELYV
5515,0.00448,3.0,EMAV
5516,0.00428,3.0,EMCV
5517,0.0,3.0,EMDV
5518,0.0,3.0,EMEV
5519,0.00361,3.0,EMFV
5520,0.0526,3.0,EMGA
5521,0.835761155,3.0,EMGC
5522,0.00345,3.0,EMGE
5523,0.14675328199999998,3.0,EMGF
5524,0.014,3.0,EMGG
5525,0.00403,3.0,EMGH
5526,0.22840277899999997,3.0,EMGI
5527,0.0,3.0,EMGK
5528,0.564958336,3.0,EMGL
5529,0.666741729,3.0,EMGM
5530,0.00185,3.0,EMGN
5531,0.00606,3.0,EMGP
5532,0.00158,3.0,EMGQ
5533,0.00309,3.0,EMGR
5534,0.0178,3.0,EMGS
5535,0.0227,3.0,EMGT
5536,0.00209,3.0,EMGW
5537,0.0047799999999999995,3.0,EMGY
5538,0.0050799999999999994,3.0,EMHV
5539,0.00292,3.0,EMIV
5540,0.0,3.0,EMKV
5541,0.0107,3.0,EMLV
5542,0.006809999999999999,3.0,EMMV
5543,0.0,3.0,EMNV
5544,0.00214,3.0,EMPV
5545,0.0,3.0,EMQV
5546,0.00249,3.0,EMRV
5547,0.0021899999999999997,3.0,EMSV
5548,0.00259,3.0,EMTV
5549,0.00337,3.0,EMVV
5550,0.00428,3.0,EMWV
5551,0.0113,3.0,EMYV
5552,0.007109999999999999,3.0,ENAV
5553,0.0166,3.0,ENCV
5554,0.00201,3.0,ENDV
5555,0.00351,3.0,ENEV
5556,0.0172,3.0,ENFV
5557,0.17988382,3.0,ENGA
5558,1.189656193,3.0,ENGC
5559,0.00992,3.0,ENGE
5560,0.248336112,3.0,ENGF
5561,0.0236,3.0,ENGG
5562,0.0102,3.0,ENGH
5563,0.248760418,3.0,ENGI
5564,0.000712,3.0,ENGK
5565,0.706583799,3.0,ENGL
5566,0.581949034,3.0,ENGM
5567,0.0087,3.0,ENGN
5568,0.00309,3.0,ENGP
5569,0.00716,3.0,ENGQ
5570,0.00205,3.0,ENGR
5571,0.0578,3.0,ENGS
5572,0.0425,3.0,ENGT
5573,0.0116,3.0,ENGW
5574,0.00355,3.0,ENGY
5575,0.00199,3.0,ENHV
5576,0.00394,3.0,ENIV
5577,0.00409,3.0,ENKV
5578,0.033,3.0,ENLV
5579,0.00114,3.0,ENMV
5580,0.0,3.0,ENNV
5581,0.00116,3.0,ENPV
5582,0.00185,3.0,ENQV
5583,0.00283,3.0,ENRV
5584,0.00144,3.0,ENSV
5585,0.00405,3.0,ENTV
5586,0.00536,3.0,ENVV
5587,0.00281,3.0,ENWV
5588,0.0113,3.0,ENYV
5589,0.0,3.0,EPAV
5590,0.0193,3.0,EPCV
5591,0.0,3.0,EPDV
5592,0.0,3.0,EPEV
5593,0.00225,3.0,EPFV
5594,0.00831,3.0,EPGA
5595,0.033,3.0,EPGC
5596,0.00179,3.0,EPGE
5597,0.0,3.0,EPGF
5598,0.0016,3.0,EPGG
5599,0.0035,3.0,EPGH
5600,0.0193,3.0,EPGI
5601,0.0,3.0,EPGK
5602,0.0247,3.0,EPGL
5603,0.00469,3.0,EPGM
5604,0.0050100000000000006,3.0,EPGN
5605,0.00122,3.0,EPGP
5606,0.00345,3.0,EPGQ
5607,0.00144,3.0,EPGR
5608,0.00481,3.0,EPGS
5609,0.00611,3.0,EPGT
5610,0.00728,3.0,EPGW
5611,0.00345,3.0,EPGY
5612,0.0,3.0,EPHV
5613,0.0,3.0,EPIV
5614,0.00783,3.0,EPKV
5615,0.00134,3.0,EPLV
5616,0.0,3.0,EPMV
5617,0.0,3.0,EPNV
5618,0.0106,3.0,EPPV
5619,0.0,3.0,EPQV
5620,0.0017800000000000001,3.0,EPRV
5621,0.0027,3.0,EPSV
5622,0.00277,3.0,EPTV
5623,0.00339,3.0,EPVV
5624,0.0,3.0,EPWV
5625,0.006679999999999999,3.0,EPYV
5626,0.0,3.0,EQAV
5627,0.0284,3.0,EQCV
5628,0.0,3.0,EQDV
5629,0.0,3.0,EQEV
5630,0.0123,3.0,EQFV
5631,0.17234934600000001,3.0,EQGA
5632,1.325798457,3.0,EQGC
5633,0.0050799999999999994,3.0,EQGE
5634,0.20731944600000002,3.0,EQGF
5635,0.0174,3.0,EQGG
5636,0.00216,3.0,EQGH
5637,0.20629928399999997,3.0,EQGI
5638,0.0,3.0,EQGK
5639,0.593034404,3.0,EQGL
5640,0.7558929870000001,3.0,EQGM
5641,0.00351,3.0,EQGN
5642,0.00663,3.0,EQGP
5643,0.009340000000000001,3.0,EQGQ
5644,0.00116,3.0,EQGR
5645,0.0332,3.0,EQGS
5646,0.0459,3.0,EQGT
5647,0.00761,3.0,EQGW
5648,0.0028899999999999998,3.0,EQGY
5649,0.0,3.0,EQHV
5650,0.0,3.0,EQIV
5651,0.0,3.0,EQKV
5652,0.0168,3.0,EQLV
5653,0.0,3.0,EQMV
5654,0.0152,3.0,EQNV
5655,0.0,3.0,EQPV
5656,0.0,3.0,EQQV
5657,0.0,3.0,EQRV
5658,0.0017,3.0,EQSV
5659,0.0,3.0,EQTV
5660,0.00365,3.0,EQVV
5661,0.00997,3.0,EQWV
5662,0.0,3.0,EQYV
5663,0.009909999999999999,3.0,ERAV
5664,0.0217,3.0,ERCV
5665,0.000759,3.0,ERDV
5666,0.0,3.0,EREV
5667,0.0175,3.0,ERFV
5668,0.376320769,3.0,ERGA
5669,1.9974424080000002,3.0,ERGC
5670,0.0084,3.0,ERGE
5671,0.327629417,3.0,ERGF
5672,0.0439,3.0,ERGG
5673,0.011,3.0,ERGH
5674,0.383035716,3.0,ERGI
5675,0.0,3.0,ERGK
5676,1.017460437,3.0,ERGL
5677,1.3943507119999998,3.0,ERGM
5678,0.0173,3.0,ERGN
5679,0.00632,3.0,ERGP
5680,0.00848,3.0,ERGQ
5681,0.00251,3.0,ERGR
5682,0.0791,3.0,ERGS
5683,0.0574,3.0,ERGT
5684,0.00415,3.0,ERGW
5685,0.00509,3.0,ERGY
5686,0.0016300000000000002,3.0,ERHV
5687,0.00411,3.0,ERIV
5688,0.00373,3.0,ERKV
5689,0.0347,3.0,ERLV
5690,0.00486,3.0,ERMV
5691,0.00512,3.0,ERNV
5692,0.00238,3.0,ERPV
5693,0.00442,3.0,ERQV
5694,0.0014,3.0,ERRV
5695,0.0034,3.0,ERSV
5696,0.0019399999999999999,3.0,ERTV
5697,0.0037700000000000003,3.0,ERVV
5698,0.00826,3.0,ERWV
5699,0.00321,3.0,ERYV
5700,0.0118,3.0,ESAV
5701,0.0321,3.0,ESCV
5702,0.000792,3.0,ESDV
5703,0.00119,3.0,ESEV
5704,0.0512,3.0,ESFV
5705,0.360788544,3.0,ESGA
5706,1.8998009830000002,3.0,ESGC
5707,0.00795,3.0,ESGE
5708,0.552416024,3.0,ESGF
5709,0.0447,3.0,ESGG
5710,0.00923,3.0,ESGH
5711,0.48767079799999996,3.0,ESGI
5712,0.00275,3.0,ESGK
5713,1.036187274,3.0,ESGL
5714,1.480761913,3.0,ESGM
5715,0.0211,3.0,ESGN
5716,0.00413,3.0,ESGP
5717,0.0089,3.0,ESGQ
5718,0.00278,3.0,ESGR
5719,0.0665,3.0,ESGS
5720,0.0585,3.0,ESGT
5721,0.009,3.0,ESGW
5722,0.0103,3.0,ESGY
5723,0.0,3.0,ESHV
5724,0.00914,3.0,ESIV
5725,0.00209,3.0,ESKV
5726,0.0273,3.0,ESLV
5727,0.00586,3.0,ESMV
5728,0.0,3.0,ESNV
5729,0.00221,3.0,ESPV
5730,0.0,3.0,ESQV
5731,0.00108,3.0,ESRV
5732,0.00256,3.0,ESSV
5733,0.00213,3.0,ESTV
5734,0.006790000000000001,3.0,ESVV
5735,0.007679999999999999,3.0,ESWV
5736,0.00548,3.0,ESYV
5737,0.00827,3.0,ETAV
5738,0.023,3.0,ETCV
5739,0.0039700000000000004,3.0,ETDV
5740,0.00286,3.0,ETEV
5741,0.0237,3.0,ETFV
5742,0.1037309,3.0,ETGA
5743,0.8422269240000001,3.0,ETGC
5744,0.00716,3.0,ETGE
5745,0.21119169100000001,3.0,ETGF
5746,0.0153,3.0,ETGG
5747,0.00625,3.0,ETGH
5748,0.205763442,3.0,ETGI
5749,0.0036799999999999997,3.0,ETGK
5750,0.509042284,3.0,ETGL
5751,0.556564766,3.0,ETGM
5752,0.0067,3.0,ETGN
5753,0.00255,3.0,ETGP
5754,0.00884,3.0,ETGQ
5755,0.0033399999999999997,3.0,ETGR
5756,0.0332,3.0,ETGS
5757,0.027,3.0,ETGT
5758,0.00509,3.0,ETGW
5759,0.00504,3.0,ETGY
5760,0.0020800000000000003,3.0,ETHV
5761,0.00457,3.0,ETIV
5762,0.00236,3.0,ETKV
5763,0.0142,3.0,ETLV
5764,0.0049299999999999995,3.0,ETMV
5765,0.0,3.0,ETNV
5766,0.00106,3.0,ETPV
5767,0.0039700000000000004,3.0,ETQV
5768,0.00392,3.0,ETRV
5769,0.00209,3.0,ETSV
5770,0.0,3.0,ETTV
5771,0.00403,3.0,ETVV
5772,0.00247,3.0,ETWV
5773,0.00821,3.0,ETYV
5774,0.0151,3.0,EVAV
5775,0.0427,3.0,EVCV
5776,0.00364,3.0,EVDV
5777,0.0054600000000000004,3.0,EVEV
5778,0.0546,3.0,EVFV
5779,0.23892071899999998,3.0,EVGA
5780,2.116178306,3.0,EVGC
5781,0.0274,3.0,EVGD
5782,0.00855,3.0,EVGE
5783,0.47580470399999997,3.0,EVGF
5784,0.0381,3.0,EVGG
5785,0.0166,3.0,EVGH
5786,0.5248909620000001,3.0,EVGI
5787,0.00198,3.0,EVGK
5788,0.843783345,3.0,EVGL
5789,0.990185458,3.0,EVGM
5790,0.0109,3.0,EVGN
5791,0.0057,3.0,EVGP
5792,0.012,3.0,EVGQ
5793,0.00185,3.0,EVGR
5794,0.085,3.0,EVGS
5795,0.0605,3.0,EVGT
5796,0.00588,3.0,EVGW
5797,0.00993,3.0,EVGY
5798,0.0017100000000000001,3.0,EVHV
5799,0.00186,3.0,EVIV
5800,0.0,3.0,EVKV
5801,0.0323,3.0,EVLV
5802,0.00579,3.0,EVMV
5803,0.00106,3.0,EVNV
5804,0.00373,3.0,EVPV
5805,0.00203,3.0,EVQV
5806,0.0033200000000000005,3.0,EVRV
5807,0.00413,3.0,EVSV
5808,0.00275,3.0,EVTV
5809,0.0059700000000000005,3.0,EVVV
5810,0.011,3.0,EVWV
5811,0.0107,3.0,EVYV
5812,0.0,3.0,EWAV
5813,0.0238,3.0,EWCV
5814,0.0,3.0,EWDV
5815,0.0219,3.0,EWEV
5816,0.0557,3.0,EWFV
5817,0.0829,3.0,EWGA
5818,2.809354182,3.0,EWGC
5819,0.150303764,3.0,EWGE
5820,1.738716155,3.0,EWGF
5821,0.112857844,3.0,EWGG
5822,0.0374,3.0,EWGH
5823,1.270750007,3.0,EWGI
5824,0.0365,3.0,EWGK
5825,2.354356128,3.0,EWGL
5826,4.056433355,3.0,EWGM
5827,0.0812,3.0,EWGN
5828,0.0206,3.0,EWGP
5829,0.0161,3.0,EWGQ
5830,0.0071200000000000005,3.0,EWGR
5831,0.0457,3.0,EWGS
5832,0.0561,3.0,EWGT
5833,0.0161,3.0,EWGW
5834,0.0378,3.0,EWGY
5835,0.00945,3.0,EWHV
5836,0.00442,3.0,EWIV
5837,0.0322,3.0,EWLV
5838,0.00831,3.0,EWMV
5839,0.0,3.0,EWNV
5840,0.0,3.0,EWPV
5841,0.0,3.0,EWQV
5842,0.0,3.0,EWRV
5843,0.0026899999999999997,3.0,EWSV
5844,0.0,3.0,EWTV
5845,0.006529999999999999,3.0,EWVV
5846,0.0,3.0,EWWV
5847,0.0228,3.0,EWYV
5848,0.0177,3.0,EYAV
5849,0.0685,3.0,EYCV
5850,0.00806,3.0,EYDV
5851,0.0144,3.0,EYEV
5852,0.0102,3.0,EYFV
5853,0.0693,3.0,EYGA
5854,2.310130965,3.0,EYGC
5855,0.0877,3.0,EYGE
5856,1.636194453,3.0,EYGF
5857,0.0854,3.0,EYGG
5858,0.16314484199999998,3.0,EYGH
5859,1.241940111,3.0,EYGI
5860,0.0257,3.0,EYGK
5861,2.151081621,3.0,EYGL
5862,2.012348695,3.0,EYGM
5863,0.0783,3.0,EYGN
5864,0.0113,3.0,EYGP
5865,0.0783,3.0,EYGQ
5866,0.0,3.0,EYGR
5867,0.0402,3.0,EYGS
5868,0.0467,3.0,EYGT
5869,0.0,3.0,EYGW
5870,0.0415,3.0,EYGY
5871,0.0,3.0,EYHV
5872,0.0,3.0,EYIV
5873,0.0,3.0,EYKV
5874,0.03,3.0,EYLV
5875,0.0,3.0,EYMV
5876,0.0,3.0,EYNV
5877,0.0316,3.0,EYPV
5878,0.0,3.0,EYQV
5879,0.0,3.0,EYRV
5880,0.00596,3.0,EYSV
5881,0.0119,3.0,EYTV
5882,0.0131,3.0,EYVV
5883,0.0,3.0,EYWV
5884,0.0171,3.0,EYYV
5885,0.05,3.0,FAAV
5886,0.18272222300000002,3.0,FACV
5887,0.0,3.0,FADV
5888,0.006229999999999999,3.0,FAEV
5889,1.473916675,3.0,FAFV
5890,4.541350024,3.0,FAGA
5891,2.5464833469999997,3.0,FAGC
5892,0.0168,3.0,FAGE
5893,1.042591509,3.0,FAGF
5894,2.003771407,3.0,FAGG
5895,0.0164,3.0,FAGH
5896,0.206452382,3.0,FAGI
5897,0.0,3.0,FAGK
5898,0.751148888,3.0,FAGL
5899,1.5411571119999998,3.0,FAGM
5900,1.426973553,3.0,FAGN
5901,0.138385213,3.0,FAGP
5902,0.0131,3.0,FAGQ
5903,0.00498,3.0,FAGR
5904,3.99324192,3.0,FAGS
5905,3.381704675,3.0,FAGT
5906,0.191858334,3.0,FAGW
5907,0.10706380300000001,3.0,FAGY
5908,0.0,3.0,FAHV
5909,0.00361,3.0,FAIV
5910,0.0,3.0,FAKV
5911,0.274083335,3.0,FALV
5912,0.0609,3.0,FAMV
5913,0.004220000000000001,3.0,FANV
5914,0.0,3.0,FAPV
5915,0.0,3.0,FAQV
5916,0.00185,3.0,FARV
5917,0.00361,3.0,FASV
5918,0.0,3.0,FATV
5919,0.00965,3.0,FAVV
5920,0.0777,3.0,FAWV
5921,0.0449,3.0,FAYV
5922,0.175694445,3.0,FCAV
5923,0.385746916,3.0,FCCV
5924,0.0034700000000000004,3.0,FCDV
5925,0.00806,3.0,FCEV
5926,1.939666677,3.0,FCFV
5927,2.580485275,3.0,FCGA
5928,1.594158172,3.0,FCGC
5929,0.0305,3.0,FCGE
5930,0.669482244,3.0,FCGF
5931,0.8793506990000001,3.0,FCGG
5932,0.0708,3.0,FCGH
5933,0.25842143,3.0,FCGI
5934,0.0254,3.0,FCGK
5935,0.822250004,3.0,FCGL
5936,1.25700288,3.0,FCGM
5937,0.66029167,3.0,FCGN
5938,0.22143455899999998,3.0,FCGP
5939,0.0615,3.0,FCGQ
5940,0.0319,3.0,FCGR
5941,2.598310014,3.0,FCGS
5942,2.107606333,3.0,FCGT
5943,0.243629631,3.0,FCGW
5944,0.12313889,3.0,FCGY
5945,0.0137,3.0,FCHV
5946,0.0211,3.0,FCIV
5947,0.0,3.0,FCKV
5948,0.47805232799999997,3.0,FCLV
5949,0.191858334,3.0,FCMV
5950,0.0144,3.0,FCNV
5951,0.0114,3.0,FCPV
5952,0.0322,3.0,FCQV
5953,0.0232,3.0,FCRV
5954,0.045,3.0,FCSV
5955,0.0199,3.0,FCTV
5956,0.0761,3.0,FCVV
5957,0.24221318,3.0,FCWV
5958,0.212414584,3.0,FCYV
5959,2.4753825590000003,3.0,FDAA
5960,0.494686995,3.0,FDAC
5961,0.0,3.0,FDAE
5962,0.00548,3.0,FDAF
5963,1.0062773859999998,3.0,FDAG
5964,0.0,3.0,FDAH
5965,0.032,3.0,FDAI
5966,0.0,3.0,FDAK
5967,0.0287,3.0,FDAL
5968,0.0898,3.0,FDAM
5969,0.0148,3.0,FDAN
5970,0.0,3.0,FDAP
5971,0.0,3.0,FDAQ
5972,0.0039700000000000004,3.0,FDAR
5973,0.16798656,3.0,FDAS
5974,0.0704,3.0,FDAT
5975,0.00685,3.0,FDAW
5976,0.0179,3.0,FDAY
5977,2.267818561,3.0,FDCA
5978,0.280935418,3.0,FDCC
5979,0.0,3.0,FDCE
5980,0.0,3.0,FDCF
5981,0.6832222259999999,3.0,FDCG
5982,0.00403,3.0,FDCH
5983,0.0415,3.0,FDCI
5984,0.0,3.0,FDCK
5985,0.0259,3.0,FDCL
5986,0.218020835,3.0,FDCM
5987,0.00609,3.0,FDCN
5988,0.0101,3.0,FDCP
5989,0.0033399999999999997,3.0,FDCQ
5990,0.0097,3.0,FDCR
5991,0.0879,3.0,FDCS
5992,0.0878,3.0,FDCT
5993,0.00945,3.0,FDCW
5994,0.0131,3.0,FDCY
5995,0.00449,3.0,FDDA
5996,0.007409999999999999,3.0,FDDC
5997,0.0,3.0,FDDE
5998,0.0,3.0,FDDF
5999,0.0,3.0,FDDG
6000,0.0,3.0,FDDH
6001,0.0,3.0,FDDI
6002,0.0,3.0,FDDK
6003,0.00457,3.0,FDDL
6004,0.0105,3.0,FDDM
6005,0.00884,3.0,FDDN
6006,0.0102,3.0,FDDP
6007,0.0,3.0,FDDQ
6008,0.0,3.0,FDDR
6009,0.0,3.0,FDDS
6010,0.00305,3.0,FDDT
6011,0.0,3.0,FDDW
6012,0.0196,3.0,FDDY
6013,0.0031899999999999997,3.0,FDEA
6014,0.0,3.0,FDEC
6015,0.0,3.0,FDEE
6016,0.0,3.0,FDEF
6017,0.0,3.0,FDEG
6018,0.0,3.0,FDEH
6019,0.0,3.0,FDEI
6020,0.0,3.0,FDEK
6021,0.00435,3.0,FDEL
6022,0.0,3.0,FDEM
6023,0.0,3.0,FDEN
6024,0.006370000000000001,3.0,FDEP
6025,0.0,3.0,FDEQ
6026,0.0,3.0,FDER
6027,0.0050799999999999994,3.0,FDES
6028,0.004220000000000001,3.0,FDET
6029,0.0,3.0,FDEW
6030,0.0,3.0,FDEY
6031,0.972802822,3.0,FDFA
6032,0.235839149,3.0,FDFC
6033,0.0,3.0,FDFE
6034,0.00703,3.0,FDFF
6035,1.6445000090000002,3.0,FDFG
6036,0.004220000000000001,3.0,FDFH
6037,0.00703,3.0,FDFI
6038,0.0,3.0,FDFK
6039,0.00305,3.0,FDFL
6040,0.0179,3.0,FDFM
6041,0.00498,3.0,FDFN
6042,0.0163,3.0,FDFP
6043,0.0103,3.0,FDFQ
6044,0.0033200000000000005,3.0,FDFR
6045,0.04,3.0,FDFS
6046,0.366011907,3.0,FDFT
6047,0.0,3.0,FDFW
6048,0.00428,3.0,FDFY
6049,0.0,3.0,FDHA
6050,0.0,3.0,FDHC
6051,0.0,3.0,FDHE
6052,0.0,3.0,FDHF
6053,0.00761,3.0,FDHG
6054,0.0,3.0,FDHH
6055,0.0,3.0,FDHI
6056,0.0102,3.0,FDHK
6057,0.0,3.0,FDHL
6058,0.0,3.0,FDHM
6059,0.0,3.0,FDHN
6060,0.0030800000000000003,3.0,FDHP
6061,0.0,3.0,FDHQ
6062,0.0,3.0,FDHR
6063,0.00962,3.0,FDHS
6064,0.00843,3.0,FDHT
6065,0.0,3.0,FDHW
6066,0.0,3.0,FDHY
6067,0.0,3.0,FDIA
6068,0.0203,3.0,FDIC
6069,0.0,3.0,FDIE
6070,0.0,3.0,FDIF
6071,0.0133,3.0,FDIG
6072,0.0,3.0,FDIH
6073,0.0,3.0,FDII
6074,0.0,3.0,FDIK
6075,0.00403,3.0,FDIL
6076,0.0,3.0,FDIM
6077,0.0,3.0,FDIN
6078,0.0,3.0,FDIP
6079,0.0050799999999999994,3.0,FDIQ
6080,0.0,3.0,FDIR
6081,0.0031100000000000004,3.0,FDIS
6082,0.00748,3.0,FDIT
6083,0.00945,3.0,FDIW
6084,0.0,3.0,FDIY
6085,0.0,3.0,FDKA
